terrainid,tx,tz,surface_height
5537,1000490,1003900,637.595
5538,1000500,1003900,636.495
5539,1000510,1003900,635.476
5540,1000520,1003900,634.328
5541,1000530,1003900,632.498
5542,1000540,1003900,630.461
5543,1000550,1003900,628.738
5544,1000560,1003900,626.969
5545,1000570,1003900,625.196
5546,1000580,1003900,623.56
5547,1000590,1003900,621.921
5548,1000600,1003900,620.448
5549,1000610,1003900,619.049
5550,1000620,1003900,617.745
5551,1000630,1003900,616.537
5552,1000640,1003900,615.467
5553,1000650,1003900,614.553
5554,1000660,1003900,613.743
5555,999660,1003910,682.21
5556,999670,1003910,681.853
5557,999680,1003910,681.568
5558,999690,1003910,681.4
5559,999700,1003910,681.238
5560,999710,1003910,681.143
5561,999720,1003910,681.131
5562,999730,1003910,681.072
5563,999740,1003910,681.02
5564,999750,1003910,681.04
5565,999760,1003910,681.097
5566,999770,1003910,681.076
5567,999780,1003910,681.05
5568,999790,1003910,681.056
5569,999800,1003910,681.137
5570,999810,1003910,681.148
5571,999820,1003910,681.228
5572,999830,1003910,681.345
5573,999840,1003910,681.422
5574,999850,1003910,681.454
5575,999860,1003910,681.446
5576,999870,1003910,681.47
5577,999880,1003910,681.437
5578,999890,1003910,681.466
5579,999900,1003910,681.56
5580,999910,1003910,681.616
5581,999920,1003910,681.598
5582,999930,1003910,681.519
5583,999940,1003910,681.431
5584,999950,1003910,681.211
5585,999960,1003910,681.01
5586,999970,1003910,680.755
5587,999980,1003910,680.554
5588,999990,1003910,680.442
5589,1000000,1003910,680.291
5590,1000010,1003910,680.128
5591,1000020,1003910,679.789
5592,1000030,1003910,679.482
5593,1000040,1003910,679.669
5594,1000050,1003910,677.882
5595,1000060,1003910,676.68
5596,1000070,1003910,675.709
5597,1000080,1003910,674.59
5598,1000090,1003910,673.323
5599,1000100,1003910,672.136
5600,1000110,1003910,670.504
5601,1000120,1003910,670.124
5602,1000130,1003910,668.304
5603,1000140,1003910,666.942
5604,1000150,1003910,665.815
5605,1000160,1003910,664.359
5606,1000170,1003910,662.995
5607,1000180,1003910,661.674
5608,1000190,1003910,660.414
5609,1000200,1003910,659.059
5610,1000210,1003910,657.232
5611,1000220,1003910,655.729
5612,1000230,1003910,654.133
5613,1000240,1003910,652.937
5614,1000250,1003910,651.947
5615,1000260,1003910,650.888
5616,1000270,1003910,650.036
5617,1000280,1003910,649.329
5618,1000290,1003910,648.969
5619,1000300,1003910,648.57
5620,1000310,1003910,648.015
5621,1000320,1003910,647.565
5622,1000330,1003910,647.093
5623,1000340,1003910,646.485
5624,1000350,1003910,645.701
5625,1000360,1003910,644.944
5626,1000370,1003910,643.958
5627,1000380,1003910,642.996
5628,1000390,1003910,642.14
5629,1000400,1003910,641.497
5630,1000410,1003910,641.044
5631,1000420,1003910,640.753
5632,1000430,1003910,640.394
5633,1000440,1003910,640.062
5634,1000450,1003910,639.724
5635,1000460,1003910,639.38
5636,1000470,1003910,638.777
5637,1000480,1003910,637.975
5638,1000490,1003910,637.055
5639,1000500,1003910,635.983
5640,1000510,1003910,634.879
5641,1000520,1003910,633.285
5642,1000530,1003910,631.997
5643,1000540,1003910,630.375
5644,1000550,1003910,628.337
5645,1000560,1003910,626.48
5646,1000570,1003910,624.763
5647,1000580,1003910,623.018
5648,1000590,1003910,621.509
5649,1000600,1003910,620.038
5650,1000610,1003910,618.629
5651,1000620,1003910,617.432
5652,1000630,1003910,616.271
5653,1000640,1003910,615.255
5654,1000650,1003910,614.425
5655,1000660,1003910,613.635
5656,999660,1003920,681.961
5657,999670,1003920,681.605
5658,999680,1003920,681.324
5659,999690,1003920,681.111
5660,999700,1003920,681.004
5661,999710,1003920,680.922
5662,999720,1003920,680.873
5663,999730,1003920,680.833
5664,999740,1003920,680.786
5665,999750,1003920,680.821
5666,999760,1003920,680.817
5667,999770,1003920,680.742
5668,999780,1003920,680.721
5669,999790,1003920,680.76
5670,999800,1003920,680.82
5671,999810,1003920,680.849
5672,999820,1003920,680.962
5673,999830,1003920,681.034
5674,999840,1003920,681.079
5675,999850,1003920,681.106
5676,999860,1003920,681.083
5677,999870,1003920,681.122
5678,999880,1003920,681.062
5679,999890,1003920,681.007
5680,999900,1003920,681.099
5681,999910,1003920,681.123
5682,999920,1003920,681.082
5683,999930,1003920,680.998
5684,999940,1003920,680.909
5685,999950,1003920,680.717
5686,999960,1003920,680.44
5687,999970,1003920,680.155
5688,999980,1003920,679.963
5689,999990,1003920,679.829
5690,1000000,1003920,679.646
5691,1000010,1003920,679.427
5692,1000020,1003920,679.135
5693,1000030,1003920,679.4
5694,1000040,1003920,678.989
5695,1000050,1003920,676.751
5696,1000060,1003920,675.855
5697,1000070,1003920,674.839
5698,1000080,1003920,673.683
5699,1000090,1003920,672.456
5700,1000100,1003920,671.286
5701,1000110,1003920,669.723
5702,1000120,1003920,669.206
5703,1000130,1003920,667.548
5704,1000140,1003920,666.277
5705,1000150,1003920,664.942
5706,1000160,1003920,663.575
5707,1000170,1003920,662.07
5708,1000180,1003920,661.109
5709,1000190,1003920,659.915
5710,1000200,1003920,658.418
5711,1000210,1003920,656.554
5712,1000220,1003920,655.124
5713,1000230,1003920,653.258
5714,1000240,1003920,651.763
5715,1000250,1003920,650.587
5716,1000260,1003920,649.689
5717,1000270,1003920,648.698
5718,1000280,1003920,648.028
5719,1000290,1003920,647.566
5720,1000300,1003920,647.039
5721,1000310,1003920,646.475
5722,1000320,1003920,646.017
5723,1000330,1003920,645.534
5724,1000340,1003920,644.947
5725,1000350,1003920,644.276
5726,1000360,1003920,643.567
5727,1000370,1003920,642.672
5728,1000380,1003920,641.82
5729,1000390,1003920,641.004
5730,1000400,1003920,640.371
5731,1000410,1003920,639.915
5732,1000420,1003920,639.692
5733,1000430,1003920,639.372
5734,1000440,1003920,639.043
5735,1000450,1003920,638.78
5736,1000460,1003920,638.365
5737,1000470,1003920,637.868
5738,1000480,1003920,637.118
5739,1000490,1003920,636.286
5740,1000500,1003920,635.152
5741,1000510,1003920,634.034
5742,1000520,1003920,633.042
5743,1000530,1003920,631.823
5744,1000540,1003920,630.096
5745,1000550,1003920,627.821
5746,1000560,1003920,625.933
5747,1000570,1003920,624.238
5748,1000580,1003920,622.579
5749,1000590,1003920,621.092
5750,1000600,1003920,619.598
5751,1000610,1003920,618.243
5752,1000620,1003920,617.023
5753,1000630,1003920,615.901
5754,1000640,1003920,615.043
5755,1000650,1003920,614.234
5756,1000660,1003920,613.513
5757,999660,1003930,681.718
5758,999670,1003930,681.436
5759,999680,1003930,681.151
5760,999690,1003930,680.859
5761,999700,1003930,680.773
5762,999710,1003930,680.711
5763,999720,1003930,680.632
5764,999730,1003930,680.609
5765,999740,1003930,680.575
5766,999750,1003930,680.579
5767,999760,1003930,680.511
5768,999770,1003930,680.469
5769,999780,1003930,680.432
5770,999790,1003930,680.477
5771,999800,1003930,680.497
5772,999810,1003930,680.59
5773,999820,1003930,680.686
5774,999830,1003930,680.74
5775,999840,1003930,680.787
5776,999850,1003930,680.765
5777,999860,1003930,680.73
5778,999870,1003930,680.717
5779,999880,1003930,680.643
5780,999890,1003930,680.566
5781,999900,1003930,680.647
5782,999910,1003930,680.636
5783,999920,1003930,680.454
5784,999930,1003930,680.415
5785,999940,1003930,680.279
5786,999950,1003930,680.167
5787,999960,1003930,679.895
5788,999970,1003930,679.639
5789,999980,1003930,679.426
5790,999990,1003930,679.231
5791,1000000,1003930,679.06
5792,1000010,1003930,678.746
5793,1000020,1003930,679.106
5794,1000030,1003930,679.237
5795,1000040,1003930,676.99
5796,1000050,1003930,675.919
5797,1000060,1003930,674.944
5798,1000070,1003930,673.97
5799,1000080,1003930,672.761
5800,1000090,1003930,671.634
5801,1000100,1003930,670.438
5802,1000110,1003930,668.859
5803,1000120,1003930,668.43
5804,1000130,1003930,666.808
5805,1000140,1003930,665.521
5806,1000150,1003930,664.162
5807,1000160,1003930,662.915
5808,1000170,1003930,661.636
5809,1000180,1003930,660.392
5810,1000190,1003930,659.217
5811,1000200,1003930,657.857
5812,1000210,1003930,655.858
5813,1000220,1003930,654.49
5814,1000230,1003930,652.589
5815,1000240,1003930,650.757
5816,1000250,1003930,649.383
5817,1000260,1003930,648.256
5818,1000270,1003930,647.383
5819,1000280,1003930,646.647
5820,1000290,1003930,646.006
5821,1000300,1003930,645.458
5822,1000310,1003930,644.897
5823,1000320,1003930,644.513
5824,1000330,1003930,644.028
5825,1000340,1003930,643.568
5826,1000350,1003930,642.889
5827,1000360,1003930,642.234
5828,1000370,1003930,641.398
5829,1000380,1003930,640.549
5830,1000390,1003930,639.782
5831,1000400,1003930,639.226
5832,1000410,1003930,638.804
5833,1000420,1003930,638.576
5834,1000430,1003930,638.346
5835,1000440,1003930,637.987
5836,1000450,1003930,637.694
5837,1000460,1003930,637.204
5838,1000470,1003930,636.837
5839,1000480,1003930,636.095
5840,1000490,1003930,635.464
5841,1000500,1003930,634.4
5842,1000510,1003930,633.581
5843,1000520,1003930,632.359
5844,1000530,1003930,631.061
5845,1000540,1003930,629.209
5846,1000550,1003930,627.245
5847,1000560,1003930,625.31
5848,1000570,1003930,623.645
5849,1000580,1003930,622.094
5850,1000590,1003930,620.624
5851,1000600,1003930,619.125
5852,1000610,1003930,617.739
5853,1000620,1003930,616.566
5854,1000630,1003930,615.511
5855,1000640,1003930,614.706
5856,1000650,1003930,613.949
5857,1000660,1003930,613.368
5858,999660,1003940,681.482
5859,999670,1003940,681.228
5860,999680,1003940,680.953
5861,999690,1003940,680.633
5862,999700,1003940,680.554
5863,999710,1003940,680.491
5864,999720,1003940,680.365
5865,999730,1003940,680.356
5866,999740,1003940,680.283
5867,999750,1003940,680.237
5868,999760,1003940,680.182
5869,999770,1003940,680.142
5870,999780,1003940,680.18
5871,999790,1003940,680.199
5872,999800,1003940,680.234
5873,999810,1003940,680.32
5874,999820,1003940,680.402
5875,999830,1003940,680.435
5876,999840,1003940,680.462
5877,999850,1003940,680.397
5878,999860,1003940,680.355
5879,999870,1003940,680.3
5880,999880,1003940,680.228
5881,999890,1003940,680.162
5882,999900,1003940,680.177
5883,999910,1003940,680.101
5884,999920,1003940,680.02
5885,999930,1003940,679.949
5886,999940,1003940,679.82
5887,999950,1003940,679.666
5888,999960,1003940,679.437
5889,999970,1003940,679.158
5890,999980,1003940,678.925
5891,999990,1003940,678.718
5892,1000000,1003940,678.494
5893,1000010,1003940,678.617
5894,1000020,1003940,678.999
5895,1000030,1003940,677.666
5896,1000040,1003940,676.103
5897,1000050,1003940,675.13
5898,1000060,1003940,674.067
5899,1000070,1003940,672.998
5900,1000080,1003940,671.939
5901,1000090,1003940,670.778
5902,1000100,1003940,669.626
5903,1000110,1003940,668.248
5904,1000120,1003940,667.589
5905,1000130,1003940,666.341
5906,1000140,1003940,665.003
5907,1000150,1003940,663.525
5908,1000160,1003940,662.252
5909,1000170,1003940,661.228
5910,1000180,1003940,660.245
5911,1000190,1003940,658.726
5912,1000200,1003940,657.163
5913,1000210,1003940,655.358
5914,1000220,1003940,653.592
5915,1000230,1003940,651.499
5916,1000240,1003940,649.597
5917,1000250,1003940,648.056
5918,1000260,1003940,647.018
5919,1000270,1003940,646.093
5920,1000280,1003940,645.246
5921,1000290,1003940,644.487
5922,1000300,1003940,643.89
5923,1000310,1003940,643.345
5924,1000320,1003940,643.059
5925,1000330,1003940,642.567
5926,1000340,1003940,642.12
5927,1000350,1003940,641.506
5928,1000360,1003940,640.873
5929,1000370,1003940,640.087
5930,1000380,1003940,639.297
5931,1000390,1003940,638.617
5932,1000400,1003940,638.11
5933,1000410,1003940,637.8
5934,1000420,1003940,637.509
5935,1000430,1003940,637.213
5936,1000440,1003940,636.82
5937,1000450,1003940,636.528
5938,1000460,1003940,636.089
5939,1000470,1003940,635.724
5940,1000480,1003940,635.098
5941,1000490,1003940,634.493
5942,1000500,1003940,633.503
5943,1000510,1003940,632.927
5944,1000520,1003940,631.714
5945,1000530,1003940,630.209
5946,1000540,1003940,628.386
5947,1000550,1003940,626.64
5948,1000560,1003940,624.618
5949,1000570,1003940,623.035
5950,1000580,1003940,621.69
5951,1000590,1003940,620.082
5952,1000600,1003940,618.576
5953,1000610,1003940,617.169
5954,1000620,1003940,616.047
5955,1000630,1003940,615.06
5956,1000640,1003940,614.266
5957,1000650,1003940,613.587
5958,1000660,1003940,613.016
5959,999660,1003950,681.245
5960,999670,1003950,680.956
5961,999680,1003950,680.687
5962,999690,1003950,680.393
5963,999700,1003950,680.314
5964,999710,1003950,680.249
5965,999720,1003950,680.128
5966,999730,1003950,680.073
5967,999740,1003950,680.009
5968,999750,1003950,679.918
5969,999760,1003950,679.895
5970,999770,1003950,679.886
5971,999780,1003950,679.862
5972,999790,1003950,679.871
5973,999800,1003950,679.942
5974,999810,1003950,680.011
5975,999820,1003950,680.078
5976,999830,1003950,680.115
5977,999840,1003950,680.148
5978,999850,1003950,680.049
5979,999860,1003950,679.969
5980,999870,1003950,679.903
5981,999880,1003950,679.831
5982,999890,1003950,679.72
5983,999900,1003950,679.673
5984,999910,1003950,679.568
5985,999920,1003950,679.485
5986,999930,1003950,679.384
5987,999940,1003950,679.324
5988,999950,1003950,679.2
5989,999960,1003950,678.948
5990,999970,1003950,678.711
5991,999980,1003950,678.389
5992,999990,1003950,678.117
5993,1000000,1003950,678.09
5994,1000010,1003950,678.733
5995,1000020,1003950,678.58
5996,1000030,1003950,676.202
5997,1000040,1003950,675.51
5998,1000050,1003950,674.382
5999,1000060,1003950,673.273
6000,1000070,1003950,672.152
6001,1000080,1003950,671.114
6002,1000090,1003950,670.063
6003,1000100,1003950,668.866
6004,1000110,1003950,667.729
6005,1000120,1003950,666.666
6006,1000130,1003950,665.738
6007,1000140,1003950,664.168
6008,1000150,1003950,662.951
6009,1000160,1003950,661.65
6010,1000170,1003950,660.528
6011,1000180,1003950,659.884
6012,1000190,1003950,658.212
6013,1000200,1003950,656.132
6014,1000210,1003950,654.229
6015,1000220,1003950,652.496
6016,1000230,1003950,650.237
6017,1000240,1003950,648.062
6018,1000250,1003950,646.982
6019,1000260,1003950,645.766
6020,1000270,1003950,644.7
6021,1000280,1003950,643.788
6022,1000290,1003950,642.95
6023,1000300,1003950,642.404
6024,1000310,1003950,641.918
6025,1000320,1003950,641.514
6026,1000330,1003950,641.069
6027,1000340,1003950,640.68
6028,1000350,1003950,640.125
6029,1000360,1003950,639.582
6030,1000370,1003950,638.827
6031,1000380,1003950,638.085
6032,1000390,1003950,637.45
6033,1000400,1003950,637.029
6034,1000410,1003950,636.723
6035,1000420,1003950,636.448
6036,1000430,1003950,636.127
6037,1000440,1003950,635.778
6038,1000450,1003950,635.316
6039,1000460,1003950,634.949
6040,1000470,1003950,634.577
6041,1000480,1003950,633.932
6042,1000490,1003950,633.391
6043,1000500,1003950,632.768
6044,1000510,1003950,631.923
6045,1000520,1003950,630.621
6046,1000530,1003950,629.1
6047,1000540,1003950,627.409
6048,1000550,1003950,625.927
6049,1000560,1003950,624.03
6050,1000570,1003950,622.39
6051,1000580,1003950,621.089
6052,1000590,1003950,619.46
6053,1000600,1003950,617.972
6054,1000610,1003950,616.565
6055,1000620,1003950,615.454
6056,1000630,1003950,614.529
6057,1000640,1003950,613.761
6058,1000650,1003950,613.143
6059,1000660,1003950,612.622
6060,999660,1003960,680.997
6061,999670,1003960,680.76
6062,999680,1003960,680.449
6063,999690,1003960,680.204
6064,999700,1003960,680.096
6065,999710,1003960,680.039
6066,999720,1003960,679.886
6067,999730,1003960,679.842
6068,999740,1003960,679.779
6069,999750,1003960,679.667
6070,999760,1003960,679.63
6071,999770,1003960,679.611
6072,999780,1003960,679.6
6073,999790,1003960,679.59
6074,999800,1003960,679.646
6075,999810,1003960,679.73
6076,999820,1003960,679.761
6077,999830,1003960,679.771
6078,999840,1003960,679.768
6079,999850,1003960,679.704
6080,999860,1003960,679.616
6081,999870,1003960,679.566
6082,999880,1003960,679.469
6083,999890,1003960,679.348
6084,999900,1003960,679.207
6085,999910,1003960,679.084
6086,999920,1003960,678.954
6087,999930,1003960,678.873
6088,999940,1003960,678.825
6089,999950,1003960,678.659
6090,999960,1003960,678.574
6091,999970,1003960,678.385
6092,999980,1003960,678.086
6093,999990,1003960,677.803
6094,1000000,1003960,678.371
6095,1000010,1003960,678.62
6096,1000020,1003960,676.485
6097,1000030,1003960,675.651
6098,1000040,1003960,674.871
6099,1000050,1003960,673.806
6100,1000060,1003960,672.599
6101,1000070,1003960,671.322
6102,1000080,1003960,670.297
6103,1000090,1003960,669.205
6104,1000100,1003960,668.146
6105,1000110,1003960,667.116
6106,1000120,1003960,665.717
6107,1000130,1003960,664.982
6108,1000140,1003960,663.755
6109,1000150,1003960,662.265
6110,1000160,1003960,660.559
6111,1000170,1003960,659.988
6112,1000180,1003960,659.226
6113,1000190,1003960,657.548
6114,1000200,1003960,655.018
6115,1000210,1003960,653.088
6116,1000220,1003960,650.939
6117,1000230,1003960,648.81
6118,1000240,1003960,646.787
6119,1000250,1003960,645.619
6120,1000260,1003960,644.367
6121,1000270,1003960,643.228
6122,1000280,1003960,642.296
6123,1000290,1003960,641.525
6124,1000300,1003960,640.943
6125,1000310,1003960,640.529
6126,1000320,1003960,640.16
6127,1000330,1003960,639.748
6128,1000340,1003960,639.34
6129,1000350,1003960,638.787
6130,1000360,1003960,638.273
6131,1000370,1003960,637.595
6132,1000380,1003960,636.973
6133,1000390,1003960,636.456
6134,1000400,1003960,635.988
6135,1000410,1003960,635.708
6136,1000420,1003960,635.438
6137,1000430,1003960,635.029
6138,1000440,1003960,634.576
6139,1000450,1003960,634.177
6140,1000460,1003960,633.816
6141,1000470,1003960,633.458
6142,1000480,1003960,632.976
6143,1000490,1003960,632.273
6144,1000500,1003960,631.543
6145,1000510,1003960,630.615
6146,1000520,1003960,629.502
6147,1000530,1003960,627.981
6148,1000540,1003960,626.414
6149,1000550,1003960,625.052
6150,1000560,1003960,623.174
6151,1000570,1003960,621.573
6152,1000580,1003960,620.246
6153,1000590,1003960,618.721
6154,1000600,1003960,617.227
6155,1000610,1003960,615.919
6156,1000620,1003960,614.867
6157,1000630,1003960,613.911
6158,1000640,1003960,613.17
6159,1000650,1003960,612.614
6160,1000660,1003960,612.141
6161,999660,1003970,680.784
6162,999670,1003970,680.553
6163,999680,1003970,680.264
6164,999690,1003970,680.003
6165,999700,1003970,679.913
6166,999710,1003970,679.804
6167,999720,1003970,679.685
6168,999730,1003970,679.605
6169,999740,1003970,679.516
6170,999750,1003970,679.385
6171,999760,1003970,679.364
6172,999770,1003970,679.336
6173,999780,1003970,679.319
6174,999790,1003970,679.336
6175,999800,1003970,679.366
6176,999810,1003970,679.442
6177,999820,1003970,679.417
6178,999830,1003970,679.418
6179,999840,1003970,679.393
6180,999850,1003970,679.38
6181,999860,1003970,679.309
6182,999870,1003970,679.238
6183,999880,1003970,679.118
6184,999890,1003970,678.95
6185,999900,1003970,678.799
6186,999910,1003970,678.653
6187,999920,1003970,678.534
6188,999930,1003970,678.43
6189,999940,1003970,678.411
6190,999950,1003970,678.241
6191,999960,1003970,678.205
6192,999970,1003970,678.148
6193,999980,1003970,677.935
6194,999990,1003970,678.069
6195,1000000,1003970,678.362
6196,1000010,1003970,677.693
6197,1000020,1003970,675.875
6198,1000030,1003970,675.112
6199,1000040,1003970,674.258
6200,1000050,1003970,673.174
6201,1000060,1003970,671.896
6202,1000070,1003970,670.564
6203,1000080,1003970,669.488
6204,1000090,1003970,668.464
6205,1000100,1003970,667.297
6206,1000110,1003970,666.569
6207,1000120,1003970,665.342
6208,1000130,1003970,664.111
6209,1000140,1003970,663.155
6210,1000150,1003970,661.264
6211,1000160,1003970,660.033
6212,1000170,1003970,659.555
6213,1000180,1003970,658.37
6214,1000190,1003970,656.216
6215,1000200,1003970,653.863
6216,1000210,1003970,651.909
6217,1000220,1003970,649.331
6218,1000230,1003970,647.265
6219,1000240,1003970,645.577
6220,1000250,1003970,644.175
6221,1000260,1003970,642.868
6222,1000270,1003970,641.772
6223,1000280,1003970,640.792
6224,1000290,1003970,640.068
6225,1000300,1003970,639.564
6226,1000310,1003970,639.209
6227,1000320,1003970,638.89
6228,1000330,1003970,638.479
6229,1000340,1003970,638.132
6230,1000350,1003970,637.543
6231,1000360,1003970,637.004
6232,1000370,1003970,636.536
6233,1000380,1003970,636.003
6234,1000390,1003970,635.491
6235,1000400,1003970,635.06
6236,1000410,1003970,634.71
6237,1000420,1003970,634.405
6238,1000430,1003970,633.993
6239,1000440,1003970,633.545
6240,1000450,1003970,633.23
6241,1000460,1003970,632.84
6242,1000470,1003970,632.389
6243,1000480,1003970,631.887
6244,1000490,1003970,631.27
6245,1000500,1003970,630.476
6246,1000510,1003970,629.397
6247,1000520,1003970,628.248
6248,1000530,1003970,627.017
6249,1000540,1003970,625.496
6250,1000550,1003970,624.011
6251,1000560,1003970,622.328
6252,1000570,1003970,620.725
6253,1000580,1003970,619.389
6254,1000590,1003970,617.951
6255,1000600,1003970,616.437
6256,1000610,1003970,615.193
6257,1000620,1003970,614.124
6258,1000630,1003970,613.159
6259,1000640,1003970,612.447
6260,1000650,1003970,611.955
6261,1000660,1003970,611.527
6262,999660,1003980,680.659
6263,999670,1003980,680.355
6264,999680,1003980,680.072
6265,999690,1003980,679.848
6266,999700,1003980,679.749
6267,999710,1003980,679.591
6268,999720,1003980,679.513
6269,999730,1003980,679.387
6270,999740,1003980,679.271
6271,999750,1003980,679.156
6272,999760,1003980,679.11
6273,999770,1003980,679.07
6274,999780,1003980,679.1
6275,999790,1003980,679.1
6276,999800,1003980,679.096
6277,999810,1003980,679.146
6278,999820,1003980,679.123
6279,999830,1003980,679.087
6280,999840,1003980,679.076
6281,999850,1003980,679.022
6282,999860,1003980,678.981
6283,999870,1003980,678.921
6284,999880,1003980,678.768
6285,999890,1003980,678.557
6286,999900,1003980,678.377
6287,999910,1003980,678.241
6288,999920,1003980,678.122
6289,999930,1003980,678.077
6290,999940,1003980,678.051
6291,999950,1003980,677.948
6292,999960,1003980,677.887
6293,999970,1003980,677.842
6294,999980,1003980,677.929
6295,999990,1003980,678.133
6296,1000000,1003980,678.083
6297,1000010,1003980,676.318
6298,1000020,1003980,675.542
6299,1000030,1003980,674.596
6300,1000040,1003980,673.622
6301,1000050,1003980,672.522
6302,1000060,1003980,671.262
6303,1000070,1003980,669.985
6304,1000080,1003980,668.751
6305,1000090,1003980,667.607
6306,1000100,1003980,666.673
6307,1000110,1003980,666.051
6308,1000120,1003980,665.168
6309,1000130,1003980,663.266
6310,1000140,1003980,662.291
6311,1000150,1003980,660.745
6312,1000160,1003980,659.357
6313,1000170,1003980,658.293
6314,1000180,1003980,657.123
6315,1000190,1003980,654.854
6316,1000200,1003980,652.794
6317,1000210,1003980,650.323
6318,1000220,1003980,647.831
6319,1000230,1003980,645.718
6320,1000240,1003980,644.283
6321,1000250,1003980,642.75
6322,1000260,1003980,641.417
6323,1000270,1003980,640.342
6324,1000280,1003980,639.395
6325,1000290,1003980,638.756
6326,1000300,1003980,638.257
6327,1000310,1003980,637.937
6328,1000320,1003980,637.674
6329,1000330,1003980,637.336
6330,1000340,1003980,636.873
6331,1000350,1003980,636.4
6332,1000360,1003980,635.907
6333,1000370,1003980,635.415
6334,1000380,1003980,634.954
6335,1000390,1003980,634.445
6336,1000400,1003980,634.102
6337,1000410,1003980,633.76
6338,1000420,1003980,633.393
6339,1000430,1003980,633.028
6340,1000440,1003980,632.649
6341,1000450,1003980,632.344
6342,1000460,1003980,631.905
6343,1000470,1003980,631.357
6344,1000480,1003980,630.772
6345,1000490,1003980,630.169
6346,1000500,1003980,629.383
6347,1000510,1003980,628.279
6348,1000520,1003980,627.12
6349,1000530,1003980,625.798
6350,1000540,1003980,624.454
6351,1000550,1003980,622.865
6352,1000560,1003980,621.478
6353,1000570,1003980,620.127
6354,1000580,1003980,618.564
6355,1000590,1003980,617.116
6356,1000600,1003980,615.717
6357,1000610,1003980,614.393
6358,1000620,1003980,613.335
6359,1000630,1003980,612.353
6360,1000640,1003980,611.683
6361,1000650,1003980,611.176
6362,1000660,1003980,610.756
6363,999660,1003990,680.508
6364,999670,1003990,680.177
6365,999680,1003990,679.905
6366,999690,1003990,679.722
6367,999700,1003990,679.593
6368,999710,1003990,679.432
6369,999720,1003990,679.336
6370,999730,1003990,679.161
6371,999740,1003990,679.052
6372,999750,1003990,678.938
6373,999760,1003990,678.862
6374,999770,1003990,678.883
6375,999780,1003990,678.911
6376,999790,1003990,678.917
6377,999800,1003990,678.89
6378,999810,1003990,678.868
6379,999820,1003990,678.851
6380,999830,1003990,678.793
6381,999840,1003990,678.773
6382,999850,1003990,678.747
6383,999860,1003990,678.69
6384,999870,1003990,678.592
6385,999880,1003990,678.402
6386,999890,1003990,678.18
6387,999900,1003990,678.011
6388,999910,1003990,677.85
6389,999920,1003990,677.739
6390,999930,1003990,677.72
6391,999940,1003990,677.697
6392,999950,1003990,677.641
6393,999960,1003990,677.505
6394,999970,1003990,677.778
6395,999980,1003990,677.929
6396,999990,1003990,677.711
6397,1000000,1003990,676.472
6398,1000010,1003990,675.876
6399,1000020,1003990,675.125
6400,1000030,1003990,674.057
6401,1000040,1003990,672.933
6402,1000050,1003990,671.93
6403,1000060,1003990,670.773
6404,1000070,1003990,669.51
6405,1000080,1003990,668.219
6406,1000090,1003990,667.047
6407,1000100,1003990,666.249
6408,1000110,1003990,665.487
6409,1000120,1003990,664.687
6410,1000130,1003990,662.772
6411,1000140,1003990,661.335
6412,1000150,1003990,660.24
6413,1000160,1003990,658.766
6414,1000170,1003990,657.763
6415,1000180,1003990,656.721
6416,1000190,1003990,654.359
6417,1000200,1003990,651.624
6418,1000210,1003990,649.016
6419,1000220,1003990,646.422
6420,1000230,1003990,644.39
6421,1000240,1003990,642.912
6422,1000250,1003990,641.372
6423,1000260,1003990,640.049
6424,1000270,1003990,639.025
6425,1000280,1003990,638.149
6426,1000290,1003990,637.533
6427,1000300,1003990,637.05
6428,1000310,1003990,636.779
6429,1000320,1003990,636.529
6430,1000330,1003990,636.203
6431,1000340,1003990,635.715
6432,1000350,1003990,635.366
6433,1000360,1003990,634.813
6434,1000370,1003990,634.379
6435,1000380,1003990,633.953
6436,1000390,1003990,633.498
6437,1000400,1003990,633.152
6438,1000410,1003990,632.772
6439,1000420,1003990,632.446
6440,1000430,1003990,632.054
6441,1000440,1003990,631.76
6442,1000450,1003990,631.352
6443,1000460,1003990,630.851
6444,1000470,1003990,630.283
6445,1000480,1003990,629.755
6446,1000490,1003990,629.125
6447,1000500,1003990,628.286
6448,1000510,1003990,627.2
6449,1000520,1003990,626.099
6450,1000530,1003990,624.853
6451,1000540,1003990,623.51
6452,1000550,1003990,622.134
6453,1000560,1003990,620.658
6454,1000570,1003990,619.299
6455,1000580,1003990,617.771
6456,1000590,1003990,616.313
6457,1000600,1003990,614.881
6458,1000610,1003990,613.573
6459,1000620,1003990,612.394
6460,1000630,1003990,611.505
6461,1000640,1003990,610.831
6462,1000650,1003990,610.373
6463,1000660,1003990,609.989
6464,999660,1004000,680.347
6465,999670,1004000,680.061
6466,999680,1004000,679.767
6467,999690,1004000,679.548
6468,999700,1004000,679.418
6469,999710,1004000,679.243
6470,999720,1004000,679.09
6471,999730,1004000,678.912
6472,999740,1004000,678.833
6473,999750,1004000,678.725
6474,999760,1004000,678.639
6475,999770,1004000,678.703
6476,999780,1004000,678.738
6477,999790,1004000,678.745
6478,999800,1004000,678.686
6479,999810,1004000,678.624
6480,999820,1004000,678.57
6481,999830,1004000,678.521
6482,999840,1004000,678.451
6483,999850,1004000,678.442
6484,999860,1004000,678.368
6485,999870,1004000,678.27
6486,999880,1004000,678.038
6487,999890,1004000,677.807
6488,999900,1004000,677.622
6489,999910,1004000,677.485
6490,999920,1004000,677.379
